,aqi_co
156476,safe
335775,safe
211184,safe
349450,safe
124853,safe
555412,safe
174270,safe
234407,safe
529412,safe
573743,safe
458887,safe
412085,safe
487162,safe
200274,safe
555187,safe
398583,safe
280387,safe
100046,safe
450237,safe
478387,safe
463487,safe
470837,safe
459862,safe
265360,safe
312570,safe
562799,safe
214784,safe
63085,safe
30006,safe
41066,safe
272861,safe
568082,safe
571178,safe
333676,safe
475362,safe
419552,safe
334379,safe
197537,safe
572042,safe
492737,safe
442612,safe
123047,safe
483162,safe
282172,safe
562412,safe
457712,safe
93015,safe
421677,safe
69779,safe
441600,safe
459062,safe
546362,safe
62822,safe
576875,safe
483937,safe
461387,safe
450262,safe
456837,safe
161068,safe
228660,safe
571835,safe
460137,safe
442172,safe
498162,safe
271663,safe
540262,safe
45332,safe
215736,safe
187327,safe
294172,safe
562367,safe
307349,safe
878,safe
527237,safe
203438,safe
149260,safe
22283,safe
80106,safe
576980,safe
373250,safe
268747,safe
184733,safe
570332,safe
387046,safe
60027,safe
326147,safe
440372,safe
522587,safe
46679,safe
37559,safe
562439,safe
440203,safe
552237,safe
234654,safe
97360,safe
203249,safe
393640,safe
33515,safe
182021,safe
244401,safe
475487,safe
101409,safe
8754,safe
330008,safe
411879,safe
12177,safe
385820,safe
309196,safe
479262,safe
441158,safe
313809,safe
211754,safe
48736,safe
349996,safe
441334,safe
99759,safe
141290,safe
441418,safe
99997,safe
234059,safe
243169,safe
394016,safe
358584,safe
135080,safe
481637,safe
361144,safe
158034,safe
563195,safe
486612,safe
72088,safe
301998,safe
19988,safe
184282,safe
329462,safe
173071,safe
323937,safe
358365,safe
522537,safe
33668,safe
297572,safe
503662,safe
313554,safe
462587,safe
180846,safe
334294,safe
522912,safe
176284,safe
79798,safe
49114,safe
303403,safe
133890,safe
453162,safe
78572,safe
576860,safe
37595,safe
327592,safe
569027,safe
155491,safe
486387,safe
234178,safe
533737,safe
567335,safe
215343,safe
279529,safe
569999,safe
335010,safe
287170,safe
479137,safe
313250,safe
526387,safe
291658,safe
49947,safe
288003,safe
571889,safe
376444,safe
486487,safe
288726,safe
576854,safe
206141,safe
501162,safe
94791,safe
102209,safe
477087,safe
180617,safe
172521,safe
508337,safe
46275,safe
6612,safe
471112,safe
548312,safe
242267,safe
247549,safe
140264,safe
163015,safe
328952,safe
44133,safe
33991,safe
157713,safe
356665,safe
440859,safe
97290,safe
560062,safe
108002,safe
440216,safe
495762,safe
272221,safe
574877,safe
534787,safe
219786,safe
562763,safe
288632,safe
487287,safe
154527,safe
402954,safe
387860,safe
393846,safe
47476,safe
461112,safe
446312,safe
186375,safe
3498,safe
565130,safe
322721,safe
201430,safe
524087,safe
485637,safe
127401,safe
459487,safe
81736,safe
575165,safe
51672,safe
97656,safe
242184,safe
253074,safe
330263,safe
379360,safe
133856,safe
168475,safe
253797,safe
457662,safe
474712,safe
411284,safe
69090,safe
576209,safe
490437,safe
487112,safe
280066,safe
338459,safe
204365,safe
556937,safe
398158,safe
285443,safe
26854,safe
425770,safe
491112,safe
406694,safe
413517,safe
425600,safe
521012,safe
188364,safe
120848,safe
535562,safe
572348,safe
322260,safe
12186,safe
55728,safe
7005,safe
303658,safe
391600,safe
94468,safe
574112,safe
307823,safe
186460,safe
287298,safe
542662,safe
28352,safe
118944,safe
154197,safe
246161,safe
201738,safe
185899,safe
277269,safe
139231,safe
377575,safe
452337,safe
567128,safe
566561,safe
228105,safe
130749,safe
519437,safe
423207,safe
447212,safe
574139,safe
134570,safe
188950,safe
100080,safe
117174,safe
568460,safe
503187,safe
364410,safe
10256,safe
477687,safe
522337,safe
6019,safe
199560,safe
569090,safe
440807,safe
499637,safe
280589,safe
511412,safe
392826,safe
338884,safe
449037,safe
441802,safe
366146,safe
243959,safe
532837,safe
249453,safe
511012,safe
407835,safe
519387,safe
59464,safe
565031,safe
498812,safe
143761,safe
455412,safe
377114,safe
530462,safe
420196,safe
230716,safe
576002,safe
138219,safe
441626,safe
304714,safe
568595,safe
327543,safe
244504,safe
416116,safe
503062,safe
207816,safe
377454,safe
570071,safe
109834,safe
130926,safe
504537,safe
386160,safe
142455,safe
46881,safe
126629,safe
89675,safe
282136,safe
27330,safe
439929,safe
245566,safe
576893,safe
565121,safe
244803,safe
457162,safe
84508,safe
319017,safe
499287,safe
241162,safe
149464,safe
576884,safe
283292,safe
450412,safe
363184,safe
557262,safe
510812,safe
233217,safe
330482,safe
254740,safe
178603,safe
70461,safe
564284,safe
568469,safe
455262,safe
573158,safe
444662,safe
572942,safe
273517,safe
91197,safe
540712,safe
310033,safe
385516,safe
485587,safe
290553,safe
339564,safe
463837,safe
422867,safe
416407,safe
289739,safe
206687,safe
408175,safe
328867,safe
536387,safe
443912,safe
152448,safe
279020,safe
444487,safe
51091,safe
424835,safe
117589,safe
566102,safe
263928,safe
10305,safe
571052,safe
359444,safe
570890,safe
550737,safe
488412,safe
567488,safe
538462,safe
68946,safe
100830,safe
428186,safe
427,safe
194919,safe
521812,safe
454862,safe
529512,safe
487812,safe
158009,safe
196228,safe
474787,safe
336164,safe
554637,safe
44405,safe
466787,safe
327167,safe
523837,safe
526712,safe
197155,safe
567974,safe
419382,safe
169259,safe
263654,safe
255097,safe
321106,safe
92005,safe
480212,safe
263867,safe
423426,safe
491187,safe
440944,safe
390446,safe
99604,safe
84167,safe
162709,safe
441171,safe
471037,safe
29932,safe
334804,safe
265488,safe
399603,safe
303694,safe
551812,safe
156263,safe
214903,safe
290026,safe
577046,safe
60622,safe
72885,safe
193136,safe
3040,safe
98123,safe
41508,safe
314185,safe
146925,safe
80164,safe
573779,safe
518887,safe
24245,safe
455587,safe
529037,safe
396628,safe
401558,safe
485387,safe
84320,safe
158577,safe
571358,safe
346848,safe
96527,safe
567884,safe
277493,safe
415436,safe
475262,safe
446912,safe
280946,safe
148106,safe
100983,safe
132141,safe
523862,safe
265122,safe
249013,safe
311720,safe
304750,safe
144951,safe
219429,safe
504437,safe
235225,safe
562574,safe
541512,safe
407034,safe
555912,safe
254511,safe
435970,safe
136270,safe
34629,safe
564491,safe
15908,safe
83938,safe
236115,safe
568982,safe
217869,safe
319321,safe
538912,safe
440430,safe
311854,safe
507762,safe
516062,safe
242541,safe
538687,safe
570926,safe
544762,safe
319782,safe
150450,safe
27400,safe
128167,safe
207877,safe
571664,safe
328223,safe
206260,safe
294208,safe
124792,safe
324872,safe
402699,safe
3922,safe
536962,safe
572159,safe
146806,safe
575462,safe
568748,safe
420111,safe
281388,safe
394320,safe
113474,safe
211873,safe
238733,safe
411624,safe
419637,safe
491287,safe
283301,safe
437549,safe
121320,safe
568397,safe
562205,safe
191934,safe
263034,safe
249309,safe
357,safe
322855,safe
20156,safe
442069,safe
273694,safe
226641,safe
249810,safe
543987,safe
45952,safe
276306,safe
397563,safe
317062,safe
428356,safe
566732,safe
158467,safe
267502,safe
16182,safe
135830,safe
473412,safe
361435,safe
175341,safe
78190,safe
320802,safe
314355,safe
188483,safe
12426,safe
254691,safe
118422,safe
371344,safe
195669,safe
556387,safe
20760,safe
457062,safe
190744,safe
348391,safe
249691,safe
142943,safe
472712,safe
216881,safe
309147,safe
336419,safe
564329,safe
123355,safe
575012,safe
107632,safe
563294,safe
194955,safe
93125,safe
499337,safe
431635,safe
91922,safe
435885,safe
566633,safe
239566,safe
126867,safe
108467,safe
505412,safe
494637,safe
170022,safe
527912,safe
282944,safe
557087,safe
481112,safe
211507,safe
488662,safe
118541,safe
572915,safe
275623,safe
8253,safe
43895,safe
117412,safe
504712,safe
340875,safe
101827,safe
235340,safe
555862,safe
540337,safe
263892,safe
273005,safe
517937,safe
460412,safe
112726,safe
350908,safe
297827,safe
332097,safe
500087,safe
124307,safe
10732,safe
528687,safe
574598,safe
409110,safe
545087,safe
165143,safe
362965,safe
49781,safe
457237,safe
201915,safe
574643,safe
406609,safe
42323,safe
202748,safe
530487,safe
197930,safe
377830,safe
198583,safe
8601,safe
105576,safe
377150,safe
576371,safe
411405,safe
315483,safe
100284,safe
262906,safe
472562,safe
186112,safe
221331,safe
467187,safe
205198,safe
566795,safe
352013,safe
549437,safe
93372,safe
339345,safe
570872,safe
9124,safe
441230,safe
49294,safe
445237,safe
484312,safe
336661,safe
444362,safe
43199,safe
303949,safe
54794,safe
345452,safe
156716,safe
482637,safe
142894,safe
517562,safe
241553,safe
485,safe
168713,safe
557537,safe
95896,safe
140704,safe
42213,safe
461162,safe
46107,safe
504862,safe
141860,safe
195727,safe
444537,safe
440794,safe
511387,safe
568505,safe
66234,safe
24306,safe
152982,safe
516162,safe
348770,safe
476712,safe
491737,safe
577016,safe
257468,safe
249215,safe
64726,safe
208649,safe
449137,safe
491262,safe
77620,safe
253193,safe
506187,safe
526362,safe
51082,safe
60979,safe
522662,safe
240161,safe
339224,safe
67817,safe
101519,safe
440775,safe
497712,safe
575291,safe
344978,safe
532287,safe
555237,safe
215141,safe
55753,safe
518812,safe
550137,safe
289431,safe
434355,safe
173224,safe
103697,safe
77503,safe
263416,safe
499237,safe
205793,safe
267154,safe
564644,safe
576995,safe
471812,safe
6028,safe
372740,safe
268509,safe
53147,safe
82010,safe
358195,safe
18490,safe
513087,safe
495462,safe
146651,safe
96134,safe
68589,safe
494787,safe
446387,safe
190769,safe
307094,safe
119743,safe
283362,safe
536262,safe
147163,safe
234120,safe
513787,safe
82129,safe
137233,safe
5577,safe
499062,safe
475637,safe
540912,safe
326742,safe
574814,safe
369814,safe
108433,safe
134283,safe
149702,safe
514062,safe
430226,safe
99247,safe
526787,safe
129678,safe
269091,safe
113391,safe
506062,safe
314391,safe
22020,safe
282612,safe
493962,safe
24950,safe
224773,safe
321665,safe
31324,safe
468637,safe
176522,safe
183449,safe
14505,safe
360549,safe
103791,safe
382796,safe
267740,safe
531237,safe
99570,safe
71066,safe
563276,safe
511487,safe
66090,safe
273099,safe
433894,safe
377320,safe
342843,safe
323839,safe
179953,safe
390070,safe
91410,safe
494737,safe
180498,safe
497762,safe
202144,safe
235106,safe
520387,safe
135437,safe
488137,safe
116399,safe
501412,safe
80640,safe
568892,safe
27806,safe
563744,safe
566228,safe
478087,safe
245874,safe
215437,safe
176724,safe
19476,safe
571709,safe
471637,safe
421252,safe
512362,safe
469762,safe
398534,safe
214986,safe
133023,safe
443062,safe
261631,safe
362674,safe
321276,safe
478362,safe
100403,safe
446462,safe
568064,safe
509787,safe
196026,safe
168545,safe
229969,safe
441243,safe
69256,safe
522112,safe
282850,safe
519887,safe
35044,safe
25734,safe
451337,safe
489712,safe
523787,safe
501887,safe
168069,safe
255048,safe
272803,safe
444187,safe
54029,safe
450637,safe
549287,safe
442226,safe
160238,safe
267060,safe
537487,safe
157533,safe
508637,safe
36512,safe
297863,safe
429291,safe
144866,safe
85521,safe
106528,safe
32453,safe
13553,safe
352353,safe
547487,safe
426061,safe
483362,safe
4780,safe
263153,safe
570827,safe
569819,safe
449962,safe
11488,safe
271162,safe
534762,safe
89302,safe
485712,safe
235520,safe
198693,safe
285587,safe
199407,safe
389851,safe
281422,safe
521062,safe
410980,safe
558137,safe
276154,safe
194894,safe
481762,safe
314015,safe
45570,safe
140026,safe
252369,safe
61540,safe
109879,safe
316212,safe
441743,safe
318167,safe
513562,safe
298373,safe
252250,safe
195251,safe
441431,safe
536212,safe
360415,safe
549562,safe
172582,safe
136834,safe
326912,safe
362455,safe
379785,safe
572150,safe
295787,safe
425090,safe
283005,safe
298762,safe
491062,safe
525687,safe
445937,safe
463762,safe
494912,safe
20345,safe
428866,safe
320632,safe
0,safe
568946,safe
428660,safe
515037,safe
223981,safe
280115,safe
572357,safe
532087,safe
399639,safe
36573,safe
577043,safe
488312,safe
554912,safe
375970,safe
449587,safe
377029,safe
412922,safe
295702,safe
557887,safe
132675,safe
171630,safe
406390,safe
242599,safe
230945,safe
94385,safe
67033,safe
109001,safe
566462,safe
539337,safe
190149,safe
126272,safe
380671,safe
102967,safe
183009,safe
474187,safe
497462,safe
436784,safe
349110,safe
368660,safe
372995,safe
150248,safe
404363,safe
533612,safe
356057,safe
1612,safe
273398,safe
568478,safe
543262,safe
485437,safe
208411,safe
489012,safe
563447,safe
300439,safe
94443,safe
127987,safe
84984,safe
130569,safe
225680,safe
575525,safe
550312,safe
321920,safe
266550,safe
299308,safe
256406,safe
241434,safe
276613,safe
273636,safe
569873,safe
80512,safe
159989,safe
108907,safe
487512,safe
551687,safe
418617,safe
492587,safe
141885,safe
292338,safe
325503,safe
222316,safe
267572,safe
456762,safe
576896,safe
543687,safe
284909,safe
489487,safe
90245,safe
219701,safe
9234,safe
519462,safe
200725,safe
266916,safe
100522,safe
91069,safe
421762,safe
301681,safe
504562,safe
448287,safe
259644,safe
575399,safe
276519,safe
318373,safe
553212,safe
22164,safe
316382,safe
487712,safe
563645,safe
511212,safe
365976,safe
470062,safe
499412,safe
6767,safe
485862,safe
473987,safe
76540,safe
487037,safe
197036,safe
166977,safe
434404,safe
569252,safe
507462,safe
270567,safe
473512,safe
539612,safe
456912,safe
289584,safe
21654,safe
511537,safe
538337,safe
241946,safe
252360,safe
268390,safe
17358,safe
573986,safe
152055,safe
212598,safe
337426,safe
99723,safe
393081,safe
570800,safe
570818,safe
503912,safe
567731,safe
577166,safe
514412,safe
416201,safe
67186,safe
512912,safe
52447,safe
43572,safe
248050,safe
25377,safe
521912,safe
543887,safe
561812,safe
445962,safe
557312,safe
24126,safe
515862,safe
192053,safe
227663,safe
18371,safe
502287,safe
146269,safe
397259,safe
213550,safe
151664,safe
245481,safe
456562,safe
512262,safe
440196,safe
77833,safe
513862,safe
572564,safe
140194,safe
491437,safe
213361,safe
23318,safe
575282,safe
114199,safe
190973,safe
117019,safe
429340,safe
469237,safe
522137,safe
181322,safe
516412,safe
322005,safe
437124,safe
167532,safe
13055,safe
8482,safe
450012,safe
240210,safe
359359,safe
9744,safe
27840,safe
261844,safe
166629,safe
469162,safe
507562,safe
427081,safe
19833,safe
242471,safe
570476,safe
421131,safe
132974,safe
522037,safe
95182,safe
331636,safe
483312,safe
486037,safe
506887,safe
